,permco,gvkey,companyid,score,preferred,duplicate
1088,57252,021263,3257119.0,1.0,1.0,0.0
1089,57327,037036,3272341.0,2.0,1.0,0.0
1090,57328,037063,3272633.0,1.0,1.0,0.0
1091,57330,039525,3268710.0,1.0,1.0,0.0
1092,57333,036915,3268571.0,1.0,1.0,0.0
1093,57334,039402,3260095.0,1.0,1.0,0.0
1094,57335,019549,3269925.0,1.0,1.0,0.0
1095,57337,038960,3260477.0,1.0,1.0,0.0
1096,57343,036911,3268017.0,1.0,1.0,0.0
1097,57346,036558,3272653.0,1.0,1.0,0.0
1098,57347,024966,3276671.0,1.0,1.0,0.0
1099,57348,037062,3272250.0,1.0,1.0,0.0
1100,57351,036952,3267358.0,1.0,1.0,0.0
1101,57361,037013,3271962.0,1.0,1.0,0.0
1102,57367,037102,3279294.0,1.0,1.0,0.0
1103,57393,037282,3291562.0,3.0,1.0,0.0
1104,57418,037292,3291371.0,1.0,1.0,0.0
1105,57423,037084,3283545.0,1.0,1.0,0.0
1106,57426,036985,3278922.0,1.0,1.0,0.0
1107,57428,038082,3291655.0,3.0,1.0,0.0
1108,57431,037081,3275879.0,1.0,1.0,0.0
1109,57432,035154,3282369.0,3.0,1.0,0.0
1110,57438,037135,3287839.0,1.0,1.0,0.0
1111,57444,037035,3275872.0,1.0,1.0,0.0
1112,57446,036465,3283883.0,1.0,1.0,0.0
1113,57456,037083,3275876.0,1.0,1.0,0.0
1114,57458,036848,3279902.0,1.0,1.0,0.0
1115,57459,032846,3275907.0,1.0,1.0,0.0
1116,57460,037187,3283580.0,1.0,1.0,0.0
1117,57463,037105,3279484.0,1.0,1.0,0.0
1118,57465,037110,3279550.0,1.0,1.0,0.0
1119,57466,037082,3283738.0,1.0,1.0,0.0
1120,57529,007637,3299324.0,1.0,1.0,0.0
1121,57530,037412,3297407.0,1.0,1.0,0.0
1122,57531,037354,3301059.0,1.0,1.0,0.0
1123,57555,037473,2640453.0,1.0,1.0,0.0
1124,57569,178291,3303085.0,1.0,1.0,0.0
1125,57570,039850,3302147.0,1.0,1.0,0.0
1126,57576,319917,2298387.0,3.0,1.0,0.0
1127,57577,017651,3296371.0,1.0,1.0,0.0
1128,57585,037486,3306764.0,1.0,1.0,0.0
1129,57586,037425,3307774.0,1.0,1.0,0.0
1130,57614,037541,3314470.0,1.0,1.0,0.0
1131,57615,185946,3313909.0,3.0,1.0,0.0
1132,57617,037633,2894282.0,1.0,1.0,0.0
1133,57620,025472,3311483.0,1.0,1.0,0.0
1134,57621,106100,3311452.0,1.0,1.0,0.0
1135,57626,035729,3312119.0,1.0,1.0,0.0
1136,57629,035422,3317877.0,1.0,1.0,0.0
1137,57635,036787,3317827.0,1.0,1.0,0.0
1138,57655,037495,3307513.0,1.0,1.0,0.0
1139,57657,035050,3314561.0,1.0,1.0,0.0
1140,57658,037488,3307623.0,3.0,1.0,0.0
1141,57663,036530,3314750.0,1.0,1.0,0.0
1142,57713,039951,3327591.0,1.0,1.0,0.0
1143,57720,037675,3325442.0,1.0,1.0,0.0
1144,57728,037744,3328611.0,1.0,1.0,0.0
1145,57761,039510,3325516.0,1.0,1.0,0.0
1146,57796,037925,3341165.0,1.0,1.0,0.0
1147,57905,020307,3342245.0,1.0,1.0,0.0
1148,57914,037786,3342213.0,1.0,1.0,0.0
1149,57926,037863,3347021.0,1.0,1.0,0.0
1150,57933,037907,3350099.0,1.0,1.0,0.0
1151,57951,037924,3341230.0,1.0,1.0,0.0
1152,57953,037807,3346366.0,1.0,1.0,0.0
1153,57958,037808,3346694.0,1.0,1.0,0.0
1154,57979,037825,3341443.0,1.0,1.0,0.0
1155,57981,039680,3354426.0,1.0,1.0,0.0
1156,57984,037848,3342274.0,1.0,1.0,0.0
1157,57986,037872,3346973.0,1.0,1.0,0.0
1158,57993,037938,3345079.0,1.0,1.0,0.0
1159,57994,037844,3342336.0,1.0,1.0,0.0
1160,57995,037549,3349871.0,1.0,1.0,0.0
1161,58005,038386,3368800.0,1.0,1.0,0.0
1162,58012,038441,3372585.0,1.0,1.0,0.0
1163,58096,038467,3373086.0,1.0,1.0,0.0
1164,58098,038389,3368941.0,1.0,1.0,0.0
1165,58105,038333,3368670.0,1.0,1.0,0.0
1166,58118,038469,3372545.0,1.0,1.0,0.0
1167,58127,038284,3364499.0,1.0,1.0,0.0
1168,58153,038342,3364707.0,1.0,1.0,0.0
1169,58171,038474,3383118.0,1.0,1.0,0.0
1170,58193,038527,3382753.0,1.0,1.0,0.0
1171,58196,038529,3383124.0,1.0,1.0,0.0
1172,58198,038187,3378098.0,1.0,1.0,0.0
1173,58204,038625,3389070.0,1.0,1.0,0.0
1174,58206,038674,3386169.0,1.0,1.0,0.0
1175,58216,038697,3385922.0,1.0,1.0,0.0
1176,58218,038453,3380246.0,1.0,1.0,0.0
1177,58235,038821,3394496.0,1.0,1.0,0.0
1178,58275,038763,3397951.0,1.0,1.0,0.0
1179,58278,038706,3390819.0,1.0,1.0,0.0
1180,58288,038783,3397377.0,1.0,1.0,0.0
1181,58310,038738,3391256.0,1.0,1.0,0.0
1182,58312,038782,3393200.0,1.0,1.0,0.0
1183,58314,137441,3399893.0,3.0,1.0,0.0
1184,58319,038883,3408307.0,1.0,1.0,0.0
1185,58327,039018,3408934.0,3.0,1.0,0.0
1186,58427,038910,3412624.0,1.0,1.0,0.0
1187,58428,038791,3406824.0,1.0,1.0,0.0
1188,58431,038987,3415440.0,1.0,1.0,0.0
1189,58438,038925,3408980.0,1.0,1.0,0.0
1190,58447,039060,3412590.0,1.0,1.0,0.0
1191,58453,039057,3411925.0,1.0,1.0,0.0
1192,58458,039063,3412098.0,1.0,1.0,0.0
1193,58460,038661,3411896.0,1.0,1.0,0.0
1194,58467,038920,3409717.0,1.0,1.0,0.0
1195,58470,038857,3405371.0,1.0,1.0,0.0
1196,58477,038917,3411941.0,1.0,1.0,0.0
1197,58488,037386,3402636.0,1.0,1.0,0.0
1198,58492,039051,3412214.0,1.0,1.0,0.0
1199,58495,038908,3408345.0,1.0,1.0,0.0
1200,58504,039198,3423221.0,1.0,1.0,0.0
1201,58507,039175,3425645.0,1.0,1.0,0.0
1202,58509,039246,3426757.0,1.0,1.0,0.0
1203,58544,038986,3416250.0,1.0,1.0,0.0
1204,58553,039269,3427649.0,1.0,1.0,0.0
1205,58557,039291,3426359.0,1.0,1.0,0.0
1206,58568,038900,3424283.0,1.0,1.0,0.0
1207,58572,039358,3429001.0,1.0,1.0,0.0
1208,58575,039203,3422988.0,1.0,1.0,0.0
1209,58576,039189,3430128.0,1.0,1.0,0.0
1210,58577,037352,3430157.0,1.0,1.0,0.0
1211,58583,321429,2433698.0,1.0,1.0,0.0
1212,58584,039344,3429591.0,1.0,1.0,0.0
1213,58587,039181,3430212.0,1.0,1.0,0.0
1214,58591,039190,3430241.0,1.0,1.0,0.0
1215,58595,039359,3429636.0,1.0,1.0,0.0
1216,58596,038511,3419419.0,1.0,1.0,0.0
1217,58599,039170,3422503.0,1.0,1.0,0.0
1218,58608,038745,3423033.0,1.0,1.0,0.0
1219,58609,039204,3430024.0,1.0,1.0,0.0
1220,58611,038867,3421238.0,1.0,1.0,0.0
1221,58622,039266,3433257.0,1.0,1.0,0.0
1222,58640,039801,3431836.0,2.0,1.0,0.0
1223,58659,038993,3436140.0,1.0,1.0,0.0
1224,58660,039271,3434212.0,1.0,1.0,0.0
1225,58675,155913,3434462.0,1.0,1.0,0.0
1226,58680,039411,3441250.0,1.0,1.0,0.0
1227,58683,035121,3441849.0,3.0,1.0,0.0
1228,58716,039508,3449211.0,1.0,1.0,0.0
1229,58731,039089,3449382.0,1.0,1.0,0.0
1230,58748,039278,3453516.0,1.0,1.0,0.0
1231,58750,039477,3448971.0,1.0,1.0,0.0
1232,58829,039872,3469795.0,1.0,1.0,0.0
1233,58832,026579,3463271.0,1.0,1.0,0.0
1234,58833,039342,3469921.0,1.0,1.0,0.0
1235,58839,039290,3461175.0,1.0,1.0,0.0
1236,58841,039633,3465240.0,1.0,1.0,0.0
1237,58860,039642,3463304.0,1.0,1.0,0.0
1238,58862,039307,3460932.0,1.0,1.0,0.0
1239,58873,031942,3457936.0,1.0,1.0,0.0
1240,58881,039683,3461168.0,1.0,1.0,0.0
1241,58894,039665,3460242.0,1.0,1.0,0.0
1242,58895,039869,3470013.0,1.0,1.0,0.0
1243,58896,039907,3472329.0,1.0,1.0,0.0
1244,58902,039774,3465778.0,1.0,1.0,0.0
1245,58905,039806,3466031.0,1.0,1.0,0.0
1246,58928,066042,3472355.0,1.0,1.0,0.0
1247,58932,037364,3471467.0,1.0,1.0,0.0
1248,58935,039941,3474726.0,1.0,1.0,0.0
1249,58956,039813,3470929.0,1.0,1.0,0.0
1250,58989,039868,3474360.0,1.0,1.0,0.0
1251,59054,322154,2038343.0,1.0,1.0,0.0
1252,59064,182902,3483084.0,2.0,1.0,0.0
1253,59066,039620,3484694.0,1.0,1.0,0.0
1254,59085,039677,3487642.0,1.0,1.0,0.0
1255,59116,040470,3495163.0,1.0,1.0,0.0
1256,59123,040475,3495137.0,1.0,1.0,0.0
1257,59131,039755,3496394.0,1.0,1.0,0.0
1258,59145,040307,3495051.0,1.0,1.0,0.0
1259,59163,040610,3505046.0,1.0,1.0,0.0
1260,59168,039863,3510236.0,2.0,1.0,0.0
1261,59188,039839,3505196.0,1.0,1.0,0.0
1262,59195,040492,3509479.0,3.0,1.0,0.0
1263,59220,040833,3520482.0,1.0,1.0,0.0
1264,59258,034025,3528578.0,1.0,1.0,0.0
1265,59265,041118,3528590.0,1.0,1.0,0.0
1266,59296,041225,3530158.0,1.0,1.0,0.0
1267,59359,036789,3560714.0,1.0,1.0,0.0
1268,59404,170430,3569029.0,1.0,1.0,0.0
1269,59659,178413,3685422.0,1.0,1.0,0.0
1270,59681,039018,3408934.0,3.0,1.0,0.0
