,permco,gvkey,companyid,score,preferred,duplicate
554,53198,178097,1622917.0,1.0,1.0,0.0
555,53252,183593,1586720.0,1.0,1.0,0.0
556,53255,175995,1584112.0,2.0,1.0,0.0
557,53335,027939,1650203.0,1.0,1.0,0.0
558,53347,184256,1623243.0,1.0,1.0,0.0
559,53357,183945,1637547.0,1.0,1.0,0.0
560,53365,183879,1630615.0,3.0,1.0,0.0
561,53366,184046,1633480.0,3.0,1.0,0.0
562,53386,180363,1639582.0,1.0,1.0,0.0
563,53389,179841,1639585.0,1.0,1.0,0.0
564,53401,184079,1637759.0,3.0,1.0,0.0
565,53418,184961,1676413.0,1.0,1.0,0.0
566,53495,184884,1656521.0,1.0,1.0,0.0
567,53498,184114,1655834.0,1.0,1.0,0.0
568,53532,177313,1669156.0,1.0,1.0,0.0
569,53570,179438,1674049.0,1.0,1.0,0.0
570,53574,185346,1672175.0,1.0,1.0,0.0
571,53584,062475,1064121.0,1.0,1.0,0.0
572,53585,179686,1673821.0,1.0,1.0,0.0
573,53635,185289,1677474.0,1.0,1.0,0.0
574,53652,180683,1679682.0,1.0,1.0,0.0
575,53673,185908,1687678.0,3.0,1.0,0.0
576,53674,178972,1686589.0,2.0,1.0,0.0
577,53675,185428,1686569.0,1.0,1.0,0.0
578,53682,185836,1686117.0,1.0,1.0,0.0
579,53689,185193,1691557.0,3.0,0.0,1.0
580,53689,185193,2353451.0,1.0,1.0,1.0
581,53713,293754,66112.0,1.0,1.0,0.0
582,53728,186045,1699071.0,1.0,1.0,0.0
583,53731,018350,1696286.0,1.0,1.0,0.0
584,53770,184465,1702677.0,1.0,1.0,0.0
585,53931,196055,1734864.0,3.0,1.0,0.0
586,53935,036333,1733549.0,1.0,1.0,0.0
587,53958,196269,1743836.0,1.0,1.0,0.0
588,53963,175064,1716144.0,3.0,1.0,0.0
589,53978,194255,1795040.0,1.0,1.0,0.0
590,53994,179671,1796195.0,1.0,1.0,0.0
591,53995,190580,1795008.0,3.0,1.0,0.0
592,54027,150221,935146.0,3.0,0.0,1.0
593,54027,150221,1808898.0,1.0,1.0,1.0
594,54028,187631,1809784.0,1.0,1.0,0.0
595,54069,175013,1822260.0,3.0,1.0,0.0
596,54087,186159,1816267.0,1.0,1.0,0.0
597,54088,155387,1822842.0,1.0,1.0,0.0
598,54113,140568,1823939.0,1.0,1.0,0.0
599,54115,036356,1827402.0,1.0,1.0,1.0
600,54116,170969,1829403.0,1.0,1.0,0.0
601,54144,170961,1874186.0,1.0,1.0,0.0
602,54150,171097,1875779.0,1.0,1.0,0.0
603,54194,025027,1888148.0,1.0,1.0,0.0
604,54207,170945,1897609.0,1.0,1.0,0.0
605,54224,014320,1895298.0,1.0,1.0,0.0
606,54226,005241,1895286.0,1.0,1.0,0.0
607,54228,165745,811185.0,8.0,0.0,1.0
608,54232,013835,1893736.0,1.0,1.0,0.0
609,54269,185659,1903262.0,1.0,1.0,0.0
610,54277,184339,1915431.0,2.0,1.0,0.0
611,54287,016101,1921326.0,1.0,1.0,0.0
612,54309,015489,1929126.0,1.0,1.0,1.0
613,54309,015489,3269516.0,1.0,1.0,1.0
614,54314,171022,1927877.0,1.0,1.0,0.0
615,54327,013721,1929138.0,1.0,1.0,0.0
616,54331,176636,1013165.0,6.0,0.0,1.0
617,54331,176636,1930900.0,1.0,1.0,1.0
618,54333,170450,1931124.0,1.0,1.0,0.0
619,54351,016269,1941712.0,1.0,1.0,0.0
620,54356,017350,1941400.0,3.0,1.0,0.0
621,54369,183322,1947734.0,1.0,1.0,0.0
622,54373,017498,1945758.0,1.0,1.0,0.0
623,54378,178157,1948281.0,1.0,1.0,1.0
624,54378,178157,3294090.0,1.0,1.0,1.0
625,54380,017500,1945760.0,1.0,1.0,0.0
626,54381,034528,1900566.0,9.0,0.0,1.0
627,54381,039104,1949277.0,1.0,1.0,1.0
628,54392,021132,1953385.0,3.0,1.0,0.0
629,54401,017928,1951118.0,1.0,1.0,0.0
630,54405,032715,1953649.0,1.0,1.0,0.0
631,54406,185857,1953141.0,1.0,1.0,0.0
632,54410,017808,1955677.0,1.0,1.0,0.0
633,54419,017931,1953651.0,1.0,1.0,0.0
634,54421,017688,1951125.0,1.0,1.0,0.0
635,54424,017998,1959389.0,1.0,1.0,0.0
636,54427,018162,1961087.0,1.0,1.0,0.0
637,54432,018009,1961075.0,1.0,1.0,0.0
638,54434,160578,1144644.0,9.0,0.0,1.0
639,54434,032984,1958370.0,1.0,1.0,1.0
640,54435,017567,1961442.0,1.0,1.0,0.0
641,54436,174134,1959651.0,2.0,1.0,0.0
642,54467,170730,1964532.0,1.0,1.0,0.0
643,54476,018159,1967527.0,1.0,1.0,0.0
644,54477,036525,1967814.0,1.0,1.0,0.0
645,54481,017910,1967535.0,1.0,1.0,0.0
646,54482,018115,1967805.0,2.0,1.0,0.0
647,54484,160770,604931.0,1.0,1.0,0.0
648,54485,003169,1966124.0,1.0,1.0,0.0
649,54486,018172,1967819.0,1.0,1.0,0.0
650,54496,018315,1971352.0,1.0,1.0,0.0
651,54512,021007,1974832.0,1.0,1.0,0.0
652,54514,154414,884753.0,1.0,1.0,0.0
653,54516,190856,1971668.0,1.0,1.0,0.0
654,54538,160997,1987482.0,1.0,1.0,0.0
655,54555,018173,1987460.0,1.0,1.0,0.0
656,54557,018469,1987466.0,1.0,1.0,0.0
657,54558,018430,1984469.0,1.0,1.0,0.0
658,54561,018572,954015.0,6.0,0.0,1.0
659,54561,018572,1987479.0,1.0,1.0,1.0
660,54568,018510,1985116.0,1.0,1.0,0.0
661,54600,164511,1996272.0,4.0,1.0,0.0
662,54601,018749,2000812.0,1.0,1.0,0.0
663,54605,018562,1990083.0,1.0,1.0,0.0
664,54611,016719,2006613.0,1.0,1.0,0.0
665,54614,018658,1993117.0,1.0,1.0,0.0
666,54619,183602,2000883.0,3.0,1.0,0.0
667,54620,018947,2004373.0,1.0,1.0,0.0
668,54649,018613,2007945.0,1.0,1.0,0.0
669,54655,018930,2006211.0,1.0,1.0,0.0
670,54661,018976,2010192.0,1.0,1.0,0.0
671,54680,019143,2022947.0,1.0,1.0,0.0
672,54683,018973,2022972.0,1.0,1.0,0.0
673,54685,018938,2019000.0,1.0,1.0,0.0
674,54711,038664,55119.0,1.0,1.0,0.0
675,54712,035161,931139.0,6.0,0.0,1.0
676,54712,185495,2038857.0,4.0,1.0,1.0
677,54713,019154,2040055.0,1.0,1.0,0.0
678,54714,018929,635869.0,9.0,0.0,1.0
679,54714,027046,2039686.0,1.0,1.0,1.0
680,54717,019470,2039695.0,1.0,1.0,0.0
681,54718,018878,2034697.0,1.0,1.0,0.0
682,54720,019412,2040065.0,1.0,1.0,0.0
683,54723,019149,2040052.0,1.0,1.0,0.0
684,54724,016848,2035010.0,1.0,1.0,0.0
685,54726,018925,2040042.0,1.0,1.0,0.0
686,54728,187720,2042145.0,3.0,1.0,0.0
687,54729,019418,2041385.0,1.0,1.0,0.0
688,54730,019117,2041390.0,1.0,1.0,0.0
689,54733,019534,2044217.0,1.0,1.0,0.0
690,54734,019458,1643723.0,6.0,0.0,1.0
691,54734,019458,2041832.0,1.0,1.0,1.0
692,54735,018982,2041821.0,3.0,1.0,0.0
693,54736,019784,2043752.0,1.0,1.0,0.0
694,54737,019511,2043762.0,1.0,1.0,0.0
695,54738,019425,2041422.0,3.0,1.0,0.0
696,54741,019416,2043346.0,3.0,1.0,0.0
697,54743,019471,2041842.0,1.0,1.0,0.0
698,54744,171187,2043355.0,1.0,1.0,0.0
699,54757,016947,2057189.0,1.0,1.0,0.0
700,54774,017185,2052907.0,1.0,1.0,0.0
701,54777,019967,2057471.0,1.0,1.0,0.0
702,54778,019718,2053236.0,3.0,1.0,0.0
703,54779,019859,2055831.0,1.0,1.0,0.0
704,54781,019717,2052578.0,1.0,1.0,0.0
705,54782,165563,2052614.0,1.0,1.0,0.0
706,54784,026336,2053688.0,3.0,1.0,0.0
707,54787,018424,2063103.0,1.0,1.0,0.0
708,54792,019025,2052555.0,1.0,1.0,0.0
709,54793,024506,2063054.0,1.0,1.0,0.0
710,54794,019116,2054150.0,1.0,1.0,0.0
711,54797,019832,1702279.0,6.0,0.0,1.0
712,54797,019832,2056204.0,1.0,1.0,1.0
713,54816,020042,2060475.0,1.0,1.0,0.0
714,54817,032233,2060516.0,1.0,1.0,0.0
715,54818,019912,2058933.0,1.0,1.0,0.0
716,54826,020115,2060759.0,1.0,1.0,0.0
717,54835,331856,2062001.0,1.0,1.0,0.0
718,54855,020010,2070809.0,1.0,1.0,0.0
719,54856,020033,2066810.0,1.0,1.0,0.0
720,54857,020018,2065306.0,1.0,1.0,0.0
721,54868,020040,2065362.0,1.0,1.0,0.0
722,54881,020659,2079929.0,1.0,1.0,0.0
723,54883,020645,2077794.0,1.0,1.0,0.0
724,54884,019600,2077438.0,1.0,1.0,0.0
725,54886,177179,2077445.0,1.0,1.0,0.0
726,54890,020643,2078727.0,1.0,1.0,0.0
727,54898,170520,2073903.0,1.0,1.0,0.0
728,54899,030311,2077414.0,1.0,1.0,0.0
729,54904,036536,2077814.0,1.0,1.0,0.0
730,54905,020611,2077427.0,1.0,1.0,0.0
731,54931,020228,2129696.0,1.0,1.0,0.0
732,54934,020798,2127524.0,1.0,1.0,0.0
733,54946,021020,2129671.0,1.0,1.0,0.0
734,54951,179834,2125312.0,1.0,1.0,0.0
735,54953,021223,2129204.0,1.0,1.0,0.0
736,54954,012257,2121571.0,1.0,1.0,0.0
737,54956,021008,2127503.0,1.0,1.0,0.0
738,54963,020567,2129712.0,1.0,1.0,0.0
739,54965,180866,1691487.0,9.0,0.0,1.0
740,54967,020225,2121176.0,1.0,1.0,0.0
741,54968,021015,2128073.0,1.0,1.0,0.0
742,54970,020675,1630867.0,6.0,0.0,1.0
743,54970,020675,2125324.0,3.0,1.0,1.0
744,54971,020943,2125688.0,1.0,1.0,0.0
745,54990,186974,2135592.0,1.0,1.0,0.0
746,54994,021016,2130273.0,1.0,1.0,0.0
747,54996,021145,2134641.0,1.0,1.0,0.0
748,54998,021033,2132433.0,1.0,1.0,0.0
749,54999,176199,2137907.0,1.0,1.0,0.0
750,55022,153957,2152199.0,1.0,1.0,0.0
751,55031,031301,2147307.0,1.0,1.0,0.0
752,55032,021422,2150904.0,1.0,1.0,0.0
753,55039,021150,2155317.0,1.0,1.0,0.0
754,55066,021012,2157602.0,1.0,1.0,0.0
755,55070,021627,2153684.0,1.0,1.0,0.0
756,55072,021617,2154435.0,1.0,1.0,0.0
757,55077,021826,2155219.0,6.0,1.0,0.0
758,55083,036044,2159001.0,1.0,1.0,0.0
759,55102,017653,2165352.0,1.0,1.0,0.0
760,55103,106126,2167221.0,1.0,1.0,0.0
761,55105,021841,2164651.0,1.0,1.0,0.0
762,55110,021901,2166858.0,1.0,1.0,0.0
763,55113,022039,2164733.0,1.0,1.0,0.0
764,55117,021998,2168713.0,3.0,1.0,0.0
765,55119,021739,2166779.0,1.0,1.0,0.0
766,55143,022258,2179007.0,3.0,1.0,0.0
767,55148,035712,2173149.0,1.0,1.0,0.0
768,55150,022230,2179488.0,1.0,1.0,0.0
769,55154,162735,910127.0,1.0,1.0,0.0
770,55169,035477,2211857.0,1.0,1.0,0.0
771,55173,022709,2212398.0,1.0,1.0,0.0
772,55175,022697,2212453.0,1.0,1.0,0.0
773,55177,021003,2211355.0,3.0,1.0,0.0
774,55193,019761,2055783.0,6.0,0.0,1.0
775,55193,019761,2222135.0,1.0,1.0,1.0
776,55196,032908,2218428.0,1.0,1.0,0.0
777,55197,180057,1203616.0,6.0,0.0,1.0
778,55197,180057,2221568.0,1.0,1.0,1.0
779,55199,150681,2221615.0,1.0,1.0,0.0
780,55222,037168,1104507.0,6.0,0.0,1.0
781,55222,023335,2236292.0,3.0,1.0,1.0
782,55224,023407,2241578.0,1.0,1.0,0.0
783,55225,029251,2237166.0,1.0,1.0,0.0
784,55226,023358,2236315.0,1.0,1.0,0.0
785,55227,022035,2237217.0,1.0,1.0,0.0
786,55230,023339,2236786.0,1.0,1.0,0.0
787,55236,021032,2241300.0,1.0,1.0,0.0
788,55238,023297,2236323.0,1.0,1.0,0.0
789,55269,023521,2242973.0,1.0,1.0,0.0
790,55270,023555,2243091.0,1.0,1.0,0.0
791,55274,022713,2242661.0,3.0,1.0,0.0
792,55275,032316,2285420.0,1.0,1.0,0.0
793,55276,023627,2242996.0,1.0,1.0,0.0
794,55278,182023,2291207.0,3.0,1.0,0.0
795,55279,023241,2242630.0,1.0,1.0,0.0
796,55280,023098,2285914.0,1.0,1.0,0.0
797,55293,022734,2301441.0,1.0,1.0,0.0
798,55302,023980,1655115.0,6.0,0.0,1.0
799,55302,023980,2299963.0,1.0,1.0,1.0
800,55313,021004,2300005.0,1.0,1.0,0.0
801,55315,024177,2300298.0,1.0,1.0,0.0
802,55316,032245,2297028.0,1.0,1.0,0.0
803,55317,022590,2302897.0,1.0,1.0,0.0
804,55323,036506,2300624.0,3.0,1.0,0.0
805,55339,023933,2295075.0,1.0,1.0,0.0
806,55348,024523,2307367.0,1.0,1.0,0.0
807,55355,021282,941385.0,6.0,0.0,1.0
808,55355,021282,2316952.0,1.0,1.0,1.0
809,55363,025377,2310704.0,1.0,1.0,0.0
810,55364,347007,2312903.0,1.0,1.0,0.0
811,55371,024515,2314168.0,2.0,1.0,0.0
812,55389,025077,2316938.0,1.0,1.0,0.0
813,55393,025349,2319874.0,1.0,1.0,0.0
814,55395,349972,2517786.0,1.0,1.0,0.0
815,55399,025128,2316348.0,1.0,1.0,0.0
816,55410,026146,2338046.0,1.0,1.0,0.0
817,55452,025904,2351879.0,1.0,1.0,0.0
818,55453,166447,2357108.0,1.0,1.0,0.0
819,55454,026149,2350881.0,1.0,1.0,0.0
820,55456,026112,2355071.0,1.0,1.0,0.0
821,55457,026197,2353797.0,1.0,1.0,0.0
822,55458,034942,2344735.0,2.0,1.0,0.0
823,55461,026094,1590106.0,9.0,0.0,1.0
824,55461,032365,2344697.0,1.0,1.0,1.0
825,55462,026269,2356681.0,1.0,1.0,0.0
826,55467,293919,2520893.0,3.0,1.0,0.0
827,55477,026349,2364297.0,1.0,1.0,0.0
828,55484,026081,2359530.0,1.0,1.0,0.0
829,55490,026341,2360912.0,1.0,1.0,0.0
830,55496,026669,2388035.0,1.0,1.0,0.0
831,55519,026818,2408287.0,1.0,1.0,0.0
832,55521,026874,2403688.0,1.0,1.0,0.0
833,55526,037588,2407597.0,1.0,1.0,0.0
834,55530,026895,2430928.0,1.0,1.0,0.0
835,55531,017485,2517727.0,1.0,1.0,0.0
836,55537,020649,2419952.0,1.0,1.0,0.0
837,55543,024599,2438354.0,1.0,1.0,0.0
838,55544,177367,2447316.0,1.0,1.0,0.0
839,55556,025289,18753.0,2.0,1.0,0.0
840,55568,027155,2452561.0,1.0,1.0,0.0
841,55569,026817,2456761.0,1.0,1.0,0.0
842,55571,027198,2459212.0,3.0,1.0,0.0
843,55572,026892,2463611.0,1.0,1.0,0.0
844,55573,026790,2454355.0,3.0,1.0,1.0
845,55574,187368,2455741.0,1.0,1.0,0.0
846,55586,026798,2466542.0,1.0,1.0,0.0
847,55588,026873,2467018.0,1.0,1.0,0.0
848,55591,027354,2476958.0,1.0,1.0,0.0
849,55593,027392,2481688.0,1.0,1.0,0.0
850,55606,027338,2499663.0,1.0,1.0,0.0
851,55608,027476,2497162.0,1.0,1.0,0.0
852,55612,351038,2292336.0,1.0,1.0,0.0
853,55613,027669,2493943.0,1.0,1.0,0.0
854,55615,017175,2517759.0,1.0,1.0,0.0
855,55621,033048,2520984.0,3.0,1.0,0.0
856,55671,036014,2502391.0,1.0,1.0,0.0
857,55672,019998,2504679.0,1.0,1.0,0.0
858,55673,027670,2505431.0,1.0,1.0,0.0
859,55696,027905,2528091.0,3.0,1.0,0.0
860,55742,034562,2550546.0,1.0,1.0,0.0
861,55744,027699,2313066.0,6.0,0.0,1.0
862,55744,027699,2540978.0,1.0,1.0,1.0
863,55758,028470,2550048.0,2.0,1.0,0.0
864,55795,107843,10155.0,6.0,0.0,1.0
865,55795,107843,2648536.0,1.0,1.0,1.0
866,55796,237269,2556423.0,1.0,1.0,0.0
867,55828,013484,10634.0,2.0,0.0,1.0
868,55828,013484,2578208.0,1.0,1.0,1.0
869,55834,275862,783809.0,1.0,1.0,0.0
870,55835,029914,2603853.0,1.0,1.0,0.0
871,55837,029819,2607844.0,1.0,1.0,0.0
872,55847,026162,2605433.0,1.0,1.0,0.0
873,55852,029684,2605625.0,1.0,1.0,0.0
874,55865,021178,2648341.0,1.0,1.0,0.0
875,55866,185587,2619640.0,1.0,1.0,0.0
876,55876,020756,2626288.0,1.0,1.0,0.0
877,55884,029207,2630414.0,1.0,1.0,0.0
878,55891,018638,2640453.0,3.0,1.0,0.0
879,55921,036609,2646697.0,1.0,1.0,0.0
880,55936,031294,2657879.0,1.0,1.0,0.0
881,55940,031112,2653794.0,1.0,1.0,0.0
882,55942,031061,2653388.0,3.0,1.0,0.0
883,55963,031094,2033863.0,6.0,1.0,0.0
884,55978,031656,2673818.0,1.0,1.0,0.0
885,55979,031405,2668962.0,3.0,1.0,0.0
886,55980,031848,2673008.0,1.0,1.0,0.0
887,55984,029013,2673021.0,1.0,1.0,0.0
888,55985,020621,2670940.0,1.0,1.0,0.0
889,55986,031657,2673857.0,1.0,1.0,0.0
890,55990,037350,2665494.0,1.0,1.0,0.0
891,55991,031628,2673378.0,1.0,1.0,0.0
892,55996,187665,2672023.0,1.0,1.0,0.0
893,55999,032046,2680801.0,1.0,1.0,0.0
894,56002,032193,2682408.0,1.0,1.0,0.0
895,56004,031542,2679680.0,2.0,1.0,0.0
896,56008,032018,2682938.0,1.0,1.0,0.0
897,56009,035472,1007328.0,6.0,0.0,1.0
898,56012,032219,2682912.0,1.0,1.0,0.0
899,56015,031559,2684926.0,3.0,1.0,0.0
900,56016,023337,2686624.0,1.0,1.0,0.0
901,56031,021807,2687177.0,1.0,1.0,0.0
902,56049,032347,2716916.0,1.0,1.0,0.0
903,56050,177182,2695670.0,1.0,1.0,0.0
904,56058,032356,2704628.0,1.0,1.0,0.0
905,56059,032383,2707471.0,1.0,1.0,0.0
906,56062,032348,2705668.0,1.0,1.0,0.0
907,56089,179461,2716464.0,1.0,1.0,0.0
908,56102,032451,2714699.0,1.0,1.0,0.0
909,56106,021601,2709871.0,1.0,1.0,0.0
910,56125,032529,2724089.0,3.0,1.0,0.0
911,56127,032525,2722674.0,1.0,1.0,0.0
912,56139,034621,2795949.0,1.0,1.0,0.0
913,56148,026359,2725802.0,1.0,1.0,0.0
914,56149,032607,2729338.0,9.0,1.0,0.0
915,56152,038874,2731932.0,2.0,1.0,0.0
916,56161,032601,2730252.0,1.0,1.0,0.0
917,56163,032775,2741256.0,1.0,1.0,0.0
918,56170,022803,2209759.0,3.0,1.0,0.0
919,56175,039160,2737504.0,1.0,1.0,0.0
920,56180,032795,2740679.0,3.0,1.0,0.0
921,56226,032895,2767271.0,2.0,1.0,0.0
922,56229,032674,2757351.0,1.0,1.0,0.0
923,56231,032861,2767032.0,1.0,1.0,0.0
924,56233,021522,2766996.0,1.0,1.0,0.0
925,56238,032894,2767857.0,1.0,1.0,0.0
926,56239,036987,2767882.0,1.0,1.0,0.0
927,56270,032919,2774053.0,1.0,1.0,0.0
928,56292,032941,2789784.0,1.0,1.0,0.0
929,56294,019467,2790715.0,1.0,1.0,0.0
930,56296,033240,2799227.0,1.0,1.0,0.0
931,56298,032254,2800072.0,1.0,1.0,0.0
932,56303,183729,2792074.0,1.0,1.0,0.0
933,56305,036949,2799487.0,1.0,1.0,0.0
934,56308,033133,2792812.0,1.0,1.0,0.0
935,56344,033274,2807691.0,1.0,1.0,0.0
936,56371,033444,2814691.0,3.0,1.0,0.0
937,56378,033445,2819543.0,1.0,1.0,0.0
938,56381,033317,2812896.0,1.0,1.0,0.0
939,56396,033643,2829576.0,1.0,1.0,0.0
940,56397,039527,2831760.0,1.0,1.0,0.0
941,56399,033657,2829609.0,1.0,1.0,0.0
942,56403,033641,2829195.0,1.0,1.0,0.0
943,56406,033696,2833848.0,1.0,1.0,0.0
944,56413,033631,2829870.0,1.0,1.0,0.0
945,56416,033500,2829242.0,1.0,1.0,0.0
946,56418,033664,2832595.0,1.0,1.0,0.0
947,56421,033601,2833549.0,1.0,1.0,0.0
948,56423,033600,2833412.0,3.0,1.0,0.0
949,56427,033597,2826961.0,1.0,1.0,0.0
950,56428,033660,2829220.0,1.0,1.0,0.0
951,56440,033720,2843881.0,1.0,1.0,0.0
952,56442,033721,2885437.0,1.0,1.0,0.0
953,56446,032395,2890038.0,1.0,1.0,0.0
954,56449,033743,2887908.0,1.0,1.0,0.0
955,56452,033724,2885388.0,2.0,1.0,0.0
956,56453,033723,2843776.0,1.0,1.0,0.0
957,56457,033810,2889378.0,1.0,1.0,0.0
958,56462,033751,2888163.0,1.0,1.0,0.0
959,56463,033719,2886366.0,1.0,1.0,0.0
960,56465,022387,2844483.0,1.0,1.0,0.0
961,56482,033855,2898644.0,1.0,1.0,0.0
962,56496,037534,2901579.0,1.0,1.0,0.0
963,56497,033780,2896594.0,1.0,1.0,0.0
964,56498,033955,2918725.0,1.0,1.0,0.0
965,56514,034077,2921110.0,1.0,1.0,0.0
966,56520,034016,2920509.0,1.0,1.0,0.0
967,56523,034082,2921758.0,1.0,1.0,0.0
968,56526,034015,2913680.0,1.0,1.0,0.0
969,56528,034065,2921814.0,1.0,1.0,0.0
970,56532,034135,2917996.0,2.0,1.0,0.0
971,56534,034102,2923866.0,1.0,1.0,0.0
972,56536,034161,2927408.0,1.0,1.0,0.0
973,56561,034164,2928019.0,1.0,1.0,0.0
974,56563,034118,2923820.0,1.0,1.0,0.0
975,56564,034266,2932288.0,1.0,1.0,0.0
976,56568,034160,2931466.0,6.0,1.0,0.0
977,56569,034194,2931620.0,3.0,1.0,0.0
978,56573,034241,2937637.0,1.0,1.0,0.0
979,56574,034469,2957198.0,1.0,1.0,0.0
980,56575,022387,1984187.0,3.0,1.0,0.0
981,56588,033997,2943565.0,1.0,1.0,0.0
982,56608,033155,2960208.0,1.0,1.0,0.0
983,56611,034410,2959246.0,1.0,1.0,0.0
984,56616,034429,2959363.0,1.0,1.0,0.0
985,56632,034616,2990559.0,1.0,1.0,0.0
986,56633,034578,2991420.0,1.0,1.0,0.0
987,56642,034682,2994878.0,1.0,1.0,0.0
988,56647,034587,2992532.0,1.0,1.0,0.0
989,56649,034566,2995650.0,1.0,1.0,0.0
990,56651,034078,2989739.0,1.0,1.0,0.0
991,56653,034640,3002006.0,1.0,1.0,0.0
992,56658,034600,2994875.0,2.0,1.0,0.0
993,56667,034746,3017437.0,1.0,1.0,0.0
994,56683,034883,3014748.0,1.0,1.0,0.0
995,56702,035018,3019135.0,1.0,1.0,0.0
996,56704,035014,3022451.0,1.0,1.0,0.0
997,56706,034221,3018040.0,2.0,1.0,0.0
998,56712,035006,3022341.0,1.0,1.0,0.0
999,56733,035091,3031636.0,1.0,1.0,0.0
1000,56735,035089,3030080.0,3.0,1.0,0.0
1001,56737,035102,3030069.0,1.0,1.0,0.0
1002,56740,039277,3034902.0,1.0,1.0,0.0
1003,56742,035982,3031034.0,1.0,1.0,0.0
1004,56743,035136,3035624.0,1.0,1.0,0.0
1005,56748,035090,3030027.0,1.0,1.0,0.0
1006,56758,035054,3029459.0,1.0,1.0,0.0
1007,56786,035279,3049405.0,1.0,1.0,0.0
1008,56787,035264,3049814.0,1.0,1.0,0.0
1009,56789,035267,3046564.0,1.0,1.0,0.0
1010,56790,026356,3047766.0,1.0,1.0,0.0
1011,56791,035270,3046594.0,1.0,1.0,0.0
1012,56794,035290,3049858.0,1.0,1.0,0.0
1013,56795,035280,3049315.0,1.0,1.0,0.0
1014,56797,035266,3046541.0,1.0,1.0,0.0
1015,56798,035254,3046623.0,1.0,1.0,0.0
1016,56801,035255,3046073.0,1.0,1.0,0.0
1017,56818,037851,3059049.0,1.0,1.0,0.0
1018,56828,035376,3058382.0,1.0,1.0,0.0
1019,56831,035375,3058408.0,1.0,1.0,0.0
1020,56837,033499,3065338.0,1.0,1.0,0.0
1021,56859,024598,3065413.0,1.0,1.0,0.0
1022,56873,035640,3080803.0,1.0,1.0,0.0
1023,56890,035639,3082859.0,2.0,1.0,0.0
1024,56893,035601,3080874.0,1.0,1.0,0.0
1025,56894,035600,3080850.0,1.0,1.0,0.0
1026,56895,026528,3083547.0,1.0,1.0,0.0
1027,56905,035648,3089357.0,1.0,1.0,0.0
1028,56908,035727,3099964.0,1.0,1.0,0.0
1029,56910,035647,3089499.0,1.0,1.0,0.0
1030,56916,035747,3101632.0,1.0,1.0,0.0
1031,56917,035728,3099818.0,1.0,1.0,0.0
1032,56919,035429,3101604.0,2.0,1.0,0.0
1033,56920,253355,880508.0,1.0,1.0,0.0
1034,56921,020720,3092453.0,2.0,1.0,0.0
1035,56922,035611,3099943.0,2.0,1.0,0.0
1036,56923,035630,3089461.0,1.0,1.0,0.0
1037,56924,035638,3092905.0,1.0,1.0,0.0
1038,56926,035796,3117111.0,3.0,1.0,0.0
1039,56939,035403,3105892.0,1.0,1.0,0.0
1040,56944,035776,3107241.0,1.0,1.0,0.0
1041,56947,035768,3105014.0,1.0,1.0,0.0
1042,56978,035664,3133379.0,1.0,1.0,0.0
1043,56983,035416,3154166.0,1.0,1.0,0.0
1044,56992,036052,3154242.0,1.0,1.0,0.0
1045,56997,036028,3155033.0,1.0,1.0,0.0
1046,57008,036083,3162710.0,1.0,1.0,0.0
1047,57019,035714,3158342.0,1.0,1.0,0.0
1048,57024,036016,3162020.0,1.0,1.0,0.0
1049,57030,036140,3172775.0,1.0,1.0,0.0
1050,57052,036204,3180668.0,1.0,1.0,0.0
1051,57053,037592,3177016.0,1.0,1.0,1.0
1052,57067,036328,3187074.0,1.0,1.0,0.0
1053,57068,036264,3190263.0,1.0,1.0,0.0
1054,57070,036301,3186523.0,1.0,1.0,0.0
1055,57096,036555,3203112.0,1.0,1.0,0.0
1056,57108,035958,3208232.0,1.0,1.0,0.0
1057,57109,036572,3205872.0,1.0,1.0,0.0
1058,57110,036496,3198828.0,1.0,1.0,0.0
1059,57112,037275,3198890.0,1.0,1.0,0.0
1060,57119,036599,3200702.0,1.0,1.0,0.0
1061,57122,036482,3198908.0,1.0,1.0,0.0
1062,57123,036394,3200324.0,1.0,1.0,0.0
1063,57126,036600,3200750.0,1.0,1.0,0.0
1064,57127,036464,3198367.0,1.0,1.0,0.0
1065,57128,036619,3203234.0,1.0,1.0,0.0
1066,57130,036473,3200649.0,1.0,1.0,0.0
1067,57131,036474,3201625.0,3.0,1.0,0.0
1068,57138,036642,3232539.0,1.0,1.0,0.0
1069,57140,036677,3235375.0,1.0,1.0,0.0
1070,57141,036660,3235952.0,1.0,1.0,0.0
1071,57147,036678,3209325.0,2.0,1.0,0.0
1072,57154,038076,3208282.0,1.0,1.0,0.0
1073,57160,036786,3242125.0,1.0,1.0,0.0
1074,57164,036704,3236154.0,1.0,1.0,0.0
1075,57166,036768,3239391.0,1.0,1.0,0.0
1076,57175,036769,3239291.0,1.0,1.0,0.0
1077,57176,036679,3239382.0,1.0,1.0,0.0
1078,57182,036767,3239319.0,1.0,1.0,0.0
1079,57183,036705,3236125.0,1.0,1.0,0.0
1080,57185,034609,3232266.0,1.0,1.0,0.0
1081,57190,039142,3231323.0,1.0,1.0,0.0
1082,57201,036819,2685633.0,1.0,1.0,0.0
1083,57224,038979,3245872.0,1.0,1.0,0.0
1084,57229,036779,3245644.0,1.0,1.0,0.0
1085,57234,038027,3247855.0,1.0,1.0,1.0
1086,57241,036847,3251556.0,1.0,1.0,0.0
1087,57244,035306,3251592.0,1.0,1.0,0.0
